"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"680797","CR-0000090114","2","0","0","0","21-325-0094","False","False","0","11/21/2021 2:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680798","CR-0000090116","2","1","0","0","21-325-0553","False","False","0","11/21/2021 4:38:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680799","CR-0000090117","0","0","0","0","21-334-0992","False","True","0","11/30/2021 9:22:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680800","CR-0000090118","1","0","0","0","21-342-0769","False","False","51","12/8/2021 5:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680801","CR-0000090119","1","0","0","0","21-342-0848","False","False","80","12/8/2021 7:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680802","CR-0000090120","0","0","1","0","21-325-0170","False","False","250","11/21/2021 5:13:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","Not Applicable","Not Applicable","West Of","BIKE"
"680803","CR-0000090121","0","0","0","0","21-325-0456","False","False","56","11/21/2021 2:31:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680804","CR-0000090123","0","0","0","0","21-342-9707","False","True","","12/8/2021 1:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680805","CR-0000090124","0","1","0","0","21-343-0752","False","False","51","12/9/2021 10:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Scooter Motorized","Not Applicable","Not Applicable","South Of","BIKE (MOTORIZED SCOOTER)"
"680806","CR-0000090125","0","1","0","0","21-344-0208","False","False","0","12/10/2021 8:28:00 AM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","North","South","At","PEDESTRIAN"
"680807","CR-0000090126","1","0","0","0","21-344-0243","False","False","0","12/10/2021 8:55:00 AM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","PEDESTRIAN"
"680808","CR-0000090127","1","0","0","0","21-344-0728","False","False","51","12/10/2021 5:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680809","CR-0000090128","1","0","0","0","21-344-1055","True","False","0","12/10/2021 11:02:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light Not Functioning","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","SIGN POST"
"680810","CR-0000090129","0","0","0","0","21-345-9704","False","True","","12/10/2021 12:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680811","CR-0000090130","0","0","0","0","21-345-9708","False","True","51","12/10/2021 8:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680812","CR-0000090131","0","0","0","0","21-345-9706","False","True","0","12/11/2021 10:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680813","CR-0000090133","1","0","0","0","21-320-1093","False","False","126","11/16/2021 11:31:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","East Of","PEDESTRIAN"
"680814","CR-0000090134","0","1","0","0","21-321-0607","False","False","0","11/17/2021 2:00:00 PM","Crossing In Crosswalk - At Intersection","Unknown","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","South","North","At","PEDESTRIAN"
"680815","CR-0000090135","0","0","0","0","21-321-0791","False","True","","11/17/2021 7:12:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680816","CR-0000090137","0","0","0","0","21-322-9702","False","True","0","11/17/2021 6:55:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680817","CR-0000090138","0","0","0","0","21-322-0960","False","False","0","11/18/2021 10:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680818","CR-0000090139","1","0","0","0","21-323-9710","False","True","0","11/18/2021 12:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680819","CR-0000090140","0","0","0","0","21-323-0426","False","False","0","11/19/2021 1:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680820","CR-0000090132","0","0","0","0","21-320-1016","False","False","464","11/16/2021 9:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680821","CR-0000090136","0","0","0","0","21-321-0946","False","False","0","11/17/2021 11:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680822","CR-0000090141","0","0","0","0","21-323-0589","False","False","385","11/19/2021 2:57:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"680823","CR-0000090142","1","0","0","0","21-300-0862","False","False","276","10/27/2021 7:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Cloudy","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680825","CR-0000090144","1","0","0","0","21-298-0684","False","False","0","10/25/2021 5:30:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PEDESTRIAN"
"680826","CR-0000090145","0","0","0","0","21-298-9707","False","True","51","10/24/2021 7:45:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Rain","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"680827","CR-0000090146","0","0","0","0","21-299-9708","False","True","0","10/25/2021 10:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Unknown","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680828","CR-0000090147","0","0","0","0","21-299-9711","False","True","0","10/21/2021 9:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680834","CR-0000090154","0","0","0","0","21-312-0749","False","False","0","11/8/2021 5:59:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680835","CR-0000090155","0","2","0","0","21-304-0040","False","False","0","10/31/2021 12:22:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680836","CR-0000090157","0","0","0","0","21-342-9703","False","True","","12/7/2021 6:20:00 PM","No Pedestrians Involved","Dry","Other","Dark - Street Light","Unknown","Controls Functioning","Other","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680839","CR-0000090160","0","0","0","0","21-289-9701","False","True","0","10/15/2021 1:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680840","CR-0000090161","0","1","0","0","21-305-0127","False","False","140","11/1/2021 2:20:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","South","North","North Of","PEDESTRIAN"
"680841","CR-0000090162","1","0","0","0","21-326-9714","False","True","51","10/31/2021 9:45:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","Unknown",""
"680842","CR-0000090163","0","0","0","0","21-336-9708","False","True","51","11/3/2021 8:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Unknown","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","Unknown",""
"680843","CR-0000090164","0","0","0","0","21-328-9701","False","True","0","11/11/2021 11:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680844","CR-0000090165","1","0","0","0","21-326-0848","False","False","592","11/22/2021 6:13:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"680847","CR-0000090169","0","0","0","0","21-327-9704","False","True","51","11/18/2021 2:05:00 PM","No Pedestrians Involved","Dry","Construction - Repair Zone","Daylight","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680848","CR-0000090170","0","0","0","0","21-326-9707","False","True","","11/21/2021 1:53:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Broadside","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680858","CR-0000090180","0","0","0","0","21-279-9703","False","True","","9/23/2021 2:17:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","Unknown",""
"680859","CR-0000090181","0","0","0","0","21-280-9706","False","True","51","10/1/2021 9:20:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680860","CR-0000090182","1","0","0","0","21-285-9706","False","True","0","10/1/2021 4:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680861","CR-0000090183","0","0","0","0","21-279-9710","False","True","30","10/2/2021 4:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680862","CR-0000090184","0","1","0","0","21-277-0009","False","False","0","10/4/2021 12:04:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680863","CR-0000090185","0","1","0","0","21-277-0633","False","False","135","10/4/2021 2:14:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Pedestrian At Fault","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","North","South","West Of","PEDESTRIAN"
"680864","CR-0000090186","0","0","1","0","21-277-0960","False","False","0","10/4/2021 8:15:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","West","East","At","PEDESTRIAN"
"680865","CR-0000090187","0","0","0","0","21-277-9704","False","True","51","10/4/2021 7:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","No Controls Present/Factor","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"680866","CR-0000090188","0","0","0","0","21-280-9705","False","True","","10/5/2021 8:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"680867","CR-0000090189","0","0","0","0","21-301-0278","False","False","0","10/28/2021 9:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680868","CR-0000090190","0","0","0","0","21-301-0823","False","False","0","10/28/2021 7:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680869","CR-0000090191","1","0","0","0","21-302-9701","False","True","0","10/5/2021 9:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680870","CR-0000090192","0","0","0","0","21-302-1065","False","False","0","10/29/2021 10:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680871","CR-0000090193","0","0","0","0","21-302-0476","False","False","65","10/29/2021 1:05:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680872","CR-0000090194","0","1","0","0","21-302-0154","False","False","76","10/29/2021 5:53:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Motorcycle","Not Applicable","Not Applicable","North Of",""
"680873","CR-0000090195","0","0","0","0","21-301-9717","False","True","51","10/27/2021 8:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680874","CR-0000090196","0","0","0","0","21-301-9712","False","True","","10/27/2021 11:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680875","CR-0000090197","0","0","0","0","21-301-9707","False","True","","10/26/2021 9:00:00 PM","No Pedestrians Involved","Dry","Unknown","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680876","CR-0000090198","0","0","0","0","21-301-9705","False","True","51","10/26/2021 7:25:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680877","CR-0000090199","0","0","0","0","21-304-0950","True","False","35","10/31/2021 10:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Unknown","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","South Of","CENTER MEDIAN"
"680878","CR-0000090200","0","0","0","0","21-291-4001","False","True","","10/16/2021 1:10:00 PM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","Unknown",""
"680879","CR-0000090201","0","0","0","0","21-304-0231","False","False","202","10/31/2021 3:23:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - No Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680880","CR-0000090202","1","0","0","0","21-303-0808","False","False","0","10/30/2021 7:08:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680881","CR-0000090203","0","0","0","0","21-302-9707","False","True","0","10/29/2021 1:13:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Unknown","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"680906","CR-0000090228","0","0","0","0","21-287-9711","False","True","0","10/14/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Cloudy","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680919","CR-0000090243","0","0","0","0","21-318-9701","False","True","","11/13/2021 5:34:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680920","CR-0000090244","0","1","0","0","21-318-0226","False","False","51","11/14/2021 5:20:00 AM","No Pedestrians Involved","Unknown","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"680921","CR-0000090245","0","0","0","0","21-320-9703","False","True","0","11/14/2021 6:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680922","CR-0000090246","1","0","0","0","21-319-0690","False","False","156","11/15/2021 5:29:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680923","CR-0000090247","1","0","0","0","21-319-1009","True","False","0","11/15/2021 11:57:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","Traffic Light Pole"
"680924","CR-0000090248","1","0","0","0","21-320-0176","False","False","0","11/16/2021 7:32:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
"680937","CR-0000090262","0","1","0","0","21-268-0031","False","False","0","9/25/2021 12:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680938","CR-0000090263","0","0","0","0","21-270-9705","False","True","","9/26/2021 5:09:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680939","CR-0000090264","0","0","0","0","21-270-9706","False","True","0","9/27/2021 12:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Unknown","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680940","CR-0000090265","0","0","0","0","21-274-9701","False","True","","9/28/2021 2:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680941","CR-0000090266","1","0","0","0","21-271-0632","False","False","0","9/28/2021 3:20:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","PEDESTRIAN"
"680942","CR-0000090267","0","0","0","0","21-272-9703","False","True","0","9/29/2021 8:20:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680943","CR-0000090268","0","0","0","0","21-273-0142","False","False","51","9/30/2021 5:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Scooter Motorized","Not Applicable","Not Applicable","East Of","BIKE (ELECTRIC SCOOTER)"
"680944","CR-0000090269","0","0","0","0","21-273-9705","False","True","","9/30/2021 9:45:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680945","CR-0000090270","0","0","0","0","21-274-9702","False","True","","10/1/2021 8:25:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680946","CR-0000090272","0","0","0","0","21-319-9703","False","True","51","10/20/2021 2:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Unknown","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"680947","CR-0000090273","0","0","0","0","21-306-9706","False","True","51","10/24/2021 9:38:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Rain","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"680948","CR-0000090274","0","0","0","0","21-314-9705","False","True","","10/26/2021 2:35:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"680949","CR-0000090275","0","0","0","0","21-322-9705","False","True","0","10/29/2021 10:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680951","CR-0000090278","0","0","0","0","21-291-9709","False","True","0","10/6/2021 6:50:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680952","CR-0000090280","0","0","0","0","21-291-9710","False","True","51","10/10/2021 11:05:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680953","CR-0000090281","0","0","0","0","21-288-9708","False","True","","10/14/2021 8:24:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680954","CR-0000090282","0","0","0","0","21-288-9710","False","True","51","10/14/2021 12:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680955","CR-0000090283","0","0","0","0","21-292-9702","False","True","0","10/15/2021 1:50:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680956","CR-0000090284","1","0","0","0","21-289-0012","False","False","51","10/16/2021 12:00:00 AM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","South","North","East Of","PEDESTRIAN"
"680957","CR-0000090285","0","0","0","0","21-290-9704","False","True","51","10/16/2021 8:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"680958","CR-0000090286","0","0","0","0","21-290-9706","False","True","51","10/16/2021 7:15:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"680959","CR-0000090287","0","0","0","0","21-290-9701","False","True","","10/17/2021 7:28:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"680960","CR-0000090288","0","0","0","0","21-291-9704","False","True","0","10/17/2021 5:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Cloudy","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680961","CR-0000090289","1","0","0","0","21-291-0655","False","False","0","10/18/2021 5:08:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"680962","CR-0000090290","0","0","0","0","21-293-0174","False","False","0","10/20/2021 7:17:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","BIKE"
